Date,Open,High,Low,Close,Adj Close,Volume
2007-01-02,315.7569274902344,318.43157958984375,314.5929870605469,317.21807861328125,281.0497741699219,4643207
2007-01-03,318.23345947265625,319.6946105957031,315.8436279296875,318.12200927734375,281.85064697265625,6015404
2007-01-04,319.47174072265625,321.9482421875,316.25225830078125,317.1190185546875,280.9620361328125,12204290
2007-01-05,315.7569274902344,324.9200744628906,315.7569274902344,319.0135803222656,282.6405334472656,12304038
2007-01-08,320.46234130859375,320.46234130859375,313.6766662597656,316.215087890625,280.1611633300781,8848507
2007-01-09,320.66046142578125,320.66046142578125,315.01397705078125,316.5741882324219,280.47930908203125,10342096
2007-01-10,315.7569274902344,319.6946105957031,313.0575256347656,315.29876708984375,279.3492736816406,19435168
2007-01-11,315.7569274902344,321.9482421875,313.3299560546875,321.08148193359375,284.47265625,8997462
2007-01-12,324.10284423828125,333.0926208496094,320.7099914550781,331.73052978515625,293.9075622558594,18086185
2007-01-15,337.9961242675781,339.77923583984375,333.34027099609375,338.0332946777344,299.49176025390625,12991800
2007-01-16,338.5409851074219,339.77923583984375,332.8697204589844,333.5755310058594,295.5422058105469,7242038
2007-01-17,336.3121032714844,337.3027038574219,333.1297607421875,334.2937316894531,296.1784973144531,6316334
2007-01-18,335.56915283203125,342.9244079589844,334.0832214355469,338.6400451660156,300.02923583984375,14260962
2007-01-19,353.64776611328125,353.64776611328125,340.3364562988281,342.4414978027344,303.3973083496094,26080160
2007-01-22,342.99871826171875,345.4628601074219,339.5439758300781,340.2373962402344,301.4444885253906,6329526
2007-01-23,339.5439758300781,341.9461975097656,336.2254333496094,336.943603515625,298.5262451171875,4901476
2007-01-24,340.37359619140625,340.37359619140625,336.86932373046875,339.16009521484375,300.49005126953125,6795570
2007-01-25,341.6861572265625,341.6861572265625,337.43890380859375,339.4325256347656,300.7313232421875,10215842
2007-01-29,339.283935546875,345.20281982421875,338.1075744628906,342.3300476074219,303.2985534667969,6829206
2007-01-31,343.2339782714844,343.98931884765625,336.460693359375,338.4047546386719,299.8207702636719,10902558
2007-02-01,338.78863525390625,342.7510681152344,337.8103942871094,341.16607666015625,302.2673034667969,3713182
2007-02-02,342.6767578125,345.1532897949219,338.8009948730469,340.5345764160156,301.7077941894531,6589426
2007-02-05,341.76043701171875,344.484619140625,339.77923583984375,343.5806884765625,304.4066162109375,3887939
2007-02-06,329.3778381347656,348.6947326660156,329.3778381347656,344.0388488769531,304.8124694824219,7092660
2007-02-07,346.21820068359375,346.6639709472656,342.07000732421875,345.4504699707031,306.0632019042969,6166087
2007-02-08,345.9581604003906,347.4564514160156,342.00811767578125,345.9829406738281,306.53497314453125,4046149
2007-02-09,346.83734130859375,348.3975524902344,339.283935546875,344.6827392578125,305.38299560546875,6211316
2007-02-12,343.4940185546875,343.4940185546875,335.12335205078125,336.54736328125,298.1751708984375,5120800
2007-02-13,335.8168029785156,342.99871826171875,332.34967041015625,338.2933044433594,299.7220764160156,5829749
2007-02-14,338.08282470703125,343.41973876953125,332.41156005859375,341.0298767089844,302.1466064453125,5740386
2007-02-15,342.37957763671875,350.1063537597656,342.37957763671875,348.4346923828125,308.7071228027344,8255495
2007-02-19,349.1900329589844,354.14306640625,349.1900329589844,351.852294921875,311.7350769042969,6310907
2007-02-20,353.8954162597656,357.7092590332031,349.251953125,350.3292236328125,310.38568115234375,13245200
2007-02-21,344.484619140625,352.9048156738281,344.484619140625,348.3851623535156,308.66326904296875,6167609
2007-02-22,350.42828369140625,353.14007568359375,346.7135009765625,349.6977233886719,309.826171875,15020385
2007-02-23,352.65716552734375,357.5359191894531,347.23358154296875,349.9949035644531,310.0894775390625,15148706
2007-02-26,351.66656494140625,354.0935363769531,339.9030456542969,348.33563232421875,308.6193542480469,29268293
2007-02-27,323.2112731933594,350.45306396484375,323.2112731933594,348.0632019042969,308.3780212402344,12067675
2007-02-28,334.35565185546875,341.76043701171875,329.6626281738281,334.95001220703125,296.75994873046875,28494838
2007-03-01,340.5221862792969,340.5221862792969,326.6660461425781,338.7267150878906,300.10601806640625,15959422
2007-03-02,339.5315856933594,339.5315856933594,323.9294738769531,325.9602355957031,288.7951354980469,19168124
2007-03-05,321.9482421875,322.1958923339844,309.1198425292969,311.88116455078125,276.3213806152344,21760809
2007-03-06,315.50927734375,323.65704345703125,312.8594055175781,321.4158020019531,284.76885986328125,14347183
2007-03-07,324.67242431640625,329.13018798828125,312.3145751953125,319.13739013671875,282.750244140625,13931876
2007-03-08,326.6536560058594,331.8543395996094,319.47174072265625,330.7522888183594,293.0408630371094,13510047
2007-03-09,331.3590393066406,334.2813415527344,323.1865234375,326.4555358886719,289.2340087890625,9736953
2007-03-12,329.3530578613281,330.51702880859375,323.68182373046875,325.8363952636719,288.6854553222656,8705783
2007-03-13,325.8363952636719,329.798828125,323.2484130859375,328.5729675292969,291.11004638671875,6386178
2007-03-14,324.1771240234375,324.1771240234375,312.3517150878906,318.32012939453125,282.0262145996094,10849940
2007-03-15,321.7005920410156,324.4000244140625,316.74755859375,317.83721923828125,281.59832763671875,11545399
2007-03-16,317.83721923828125,323.3846435546875,316.00457763671875,321.98541259765625,285.2735290527344,10369166
2007-03-19,322.2206726074219,326.406005859375,321.2300720214844,325.303955078125,288.21368408203125,4768350
2007-03-20,326.406005859375,330.6160888671875,325.91070556640625,327.6318664550781,290.2761535644531,4735534
2007-03-21,326.90130615234375,332.7954406738281,323.1865234375,331.8543395996094,296.482421875,4841315
2007-03-22,333.5879211425781,341.7480773925781,333.5879211425781,340.5841064453125,304.2816162109375,9747605
2007-03-23,340.76983642578125,342.7015380859375,336.8074035644531,340.7822265625,304.45867919921875,7696736
2007-03-26,342.50341796875,342.50341796875,334.33087158203125,337.9342346191406,301.9142761230469,5950785
2007-03-28,336.8074035644531,340.2745361328125,332.4858703613281,334.33087158203125,298.6949768066406,8613557
2007-03-29,337.7980041503906,339.0362854003906,333.34027099609375,336.1139831542969,300.28802490234375,10692639
2007-03-30,336.8074035644531,340.4974365234375,335.12335205078125,339.35821533203125,303.18646240234375,10682415
2007-04-02,335.56915283203125,336.5102233886719,323.2484130859375,325.40301513671875,290.71868896484375,13286092
2007-04-03,327.0251159667969,333.34027099609375,324.30096435546875,332.04010009765625,296.6483459472656,10745415
2007-04-04,333.8355712890625,339.0238952636719,333.7612609863281,337.6122741699219,301.6266174316406,8035662
2007-04-05,337.55035400390625,337.9961242675781,334.8757019042969,336.5226135253906,300.653076171875,4899877
2007-04-09,338.045654296875,343.7416687011719,337.3027038574219,342.8253479003906,306.2840270996094,4489883
2007-04-10,344.1131591796875,344.2369689941406,339.4325256347656,342.8501281738281,306.30621337890625,5351987
2007-04-11,343.0358581542969,346.3172607421875,341.0298767089844,343.39495849609375,306.7929382324219,6774338
2007-04-12,342.7510681152344,344.9799499511719,339.8411560058594,343.61785888671875,306.9920654296875,4438138
2007-04-13,340.5841064453125,350.65118408203125,340.5841064453125,349.6729431152344,312.4017333984375,6137927
2007-04-16,351.1960144042969,362.5632629394531,350.9855041503906,361.01544189453125,322.5352783203125,6854168
2007-04-17,362.8109130859375,368.5069274902344,359.6781005859375,365.4855651855469,326.52886962890625,15424907
2007-04-18,364.7921447753906,370.46337890625,364.7921447753906,367.85064697265625,328.6419982910156,9254572
2007-04-19,362.8728332519531,371.35491943359375,361.72125244140625,369.5841979980469,330.19073486328125,8884444
2007-04-20,370.240478515625,382.62310791015625,370.240478515625,381.74395751953125,341.0543518066406,9636094
2007-04-23,382.1278076171875,386.337890625,377.7443542480469,384.92626953125,343.8974914550781,10099817
2007-04-24,384.85198974609375,393.6684265136719,381.6448974609375,392.0215148925781,350.2363586425781,9610328
2007-04-25,391.7862548828125,396.2439880371094,387.08087158203125,395.8477478027344,353.6548767089844,8328391
2007-04-26,398.72052001953125,402.8315734863281,392.28155517578125,395.4638977050781,353.3118896484375,25053819
2007-04-27,399.2158203125,399.2158203125,379.40362548828125,381.1867370605469,340.5565185546875,12668432
2007-04-30,383.8118591308594,389.3097229003906,371.7264099121094,386.5979309082031,345.3909912109375,9632505
2007-05-03,390.0527038574219,403.673583984375,390.0527038574219,402.7201232910156,359.7947082519531,14879768
2007-05-04,403.7355041503906,405.15948486328125,390.57275390625,392.071044921875,350.2807312011719,14880116
2007-05-07,397.4822692871094,400.7017517089844,395.2533874511719,397.8537292480469,355.447021484375,11438208
2007-05-08,398.34906005859375,399.8102111816406,393.7674865722656,394.5475769042969,352.4932556152344,8664140
2007-05-09,393.7674865722656,396.2439880371094,389.68121337890625,395.81060791015625,353.6216735839844,9318646
2007-05-10,397.9775695800781,398.6709899902344,390.0527038574219,391.6376647949219,349.8934631347656,7311587
2007-05-11,384.1090393066406,396.2439880371094,379.2178955078125,393.5445861816406,351.59710693359375,13591483
2007-05-14,398.72052001953125,402.9306335449219,397.4822692871094,401.25897216796875,358.48931884765625,7712552
2007-05-15,401.3208923339844,402.658203125,394.6342468261719,395.8725280761719,353.6770324707031,14006932
2007-05-16,396.4916687011719,408.1313171386719,395.89727783203125,404.8375549316406,361.6864013671875,11480538
2007-05-17,407.4131164550781,418.4708251953125,407.4131164550781,417.35638427734375,372.87091064453125,11525177
2007-05-18,417.24493408203125,422.49517822265625,413.60443115234375,420.6253967285156,375.7914733886719,9360991
2007-05-21,423.48577880859375,438.3449401855469,422.0494079589844,436.1036682128906,389.6199645996094,13079956
2007-05-22,438.0972900390625,442.0597229003906,430.4571838378906,440.6357116699219,393.6688537597656,15876286
2007-05-23,440.8214416503906,445.22967529296875,433.3918762207031,434.9149475097656,388.5578918457031,6476175
2007-05-24,433.4042663574219,435.868408203125,425.2317199707031,427.7453918457031,382.1524963378906,11406607
2007-05-25,421.3188171386719,430.1723937988281,421.28167724609375,427.9559020996094,382.340576171875,9768045
2007-05-28,430.8905944824219,433.3918762207031,425.0459899902344,426.92816162109375,381.4224548339844,6218616
2007-05-29,426.4576110839844,437.849609375,424.17919921875,435.1006774902344,388.7239074707031,9373799
2007-05-30,433.3918762207031,440.8214416503906,431.4354248046875,434.0976867675781,387.82781982421875,12452428
2007-05-31,434.630126953125,438.7783203125,432.64892578125,435.57122802734375,389.1442565917969,7536762
2007-06-01,439.0383605957031,440.79669189453125,432.735595703125,433.7014465332031,387.47369384765625,6076877
2007-06-04,438.0972900390625,438.0972900390625,430.5562438964844,431.3982849121094,385.4161376953125,5630502
2007-06-05,430.6676940917969,433.6395263671875,426.4947509765625,432.252685546875,386.1794128417969,7312153
2007-06-06,433.6395263671875,435.37310791015625,416.62579345703125,418.85467529296875,374.2095031738281,11014150
2007-06-07,414.3226318359375,422.69329833984375,411.1031494140625,413.3691711425781,369.30865478515625,10456950
2007-06-08,412.09375,420.476806640625,407.908447265625,410.3725891113281,366.6315612792969,13945734
2007-06-11,445.7745056152344,445.7745056152344,411.1650695800781,412.626220703125,368.6448974609375,8703021
2007-06-12,414.7931823730469,423.9439392089844,411.7718200683594,420.7368469238281,375.8910217285156,12001502
2007-06-13,420.5882568359375,423.4362487792969,413.5796813964844,414.9169921875,370.6915283203125,9047617
2007-06-14,417.5421142578125,421.752197265625,417.2944641113281,420.0310363769531,375.2604675292969,8060455
2007-06-15,421.0092468261719,423.48577880859375,413.12152099609375,416.5267333984375,372.12969970703125,8063621
2007-06-18,420.46441650390625,420.46441650390625,412.712890625,413.9759216308594,369.85076904296875,5752479
2007-06-19,413.9759216308594,428.53790283203125,413.60443115234375,427.5844421386719,382.0087585449219,8891583
2007-06-20,427.5844421386719,433.0946960449219,426.4576110839844,429.1694030761719,383.4248352050781,7914694
2007-06-21,429.6770935058594,432.7727355957031,426.2594909667969,429.51611328125,383.73455810546875,6547517
2007-06-22,429.6770935058594,429.6770935058594,420.6749267578125,422.27227783203125,377.2628173828125,8300554
2007-06-25,422.990478515625,424.47637939453125,420.2167663574219,423.2752685546875,378.1589660644531,11667311
2007-06-26,423.2381286621094,425.9623107910156,421.0092468261719,421.8141174316406,376.8534851074219,5822941
